#Signal[photons/cm/s/keV] Phase Energy
2.5925905655283326e+38 0.0 0.0309132837461
2.591257726656927e+38 0.010101010101010102 0.0309132837461
2.5900040346444233e+38 0.020202020202020204 0.0309132837461
2.5888479503990944e+38 0.030303030303030304 0.0309132837461
2.587795966062803e+38 0.04040404040404041 0.0309132837461
2.5868520339562294e+38 0.05050505050505051 0.0309132837461
2.586019076688205e+38 0.06060606060606061 0.0309132837461
2.5852990024456034e+38 0.07070707070707072 0.0309132837461
2.5846918885135856e+38 0.08080808080808081 0.0309132837461
2.5841950726697236e+38 0.09090909090909091 0.0309132837461
2.5838053808360432e+38 0.10101010101010102 0.0309132837461
2.5835186925923223e+38 0.11111111111111112 0.0309132837461
2.5833296120683557e+38 0.12121212121212122 0.0309132837461
2.583233213235247e+38 0.13131313131313133 0.0309132837461
2.5832266789525267e+38 0.14141414141414144 0.0309132837461
2.583309889604659e+38 0.15151515151515152 0.0309132837461
2.5834922849762878e+38 0.16161616161616163 0.0309132837461
2.583797597825446e+38 0.17171717171717174 0.0309132837461
2.584251971044629e+38 0.18181818181818182 0.0309132837461
2.5848651759194995e+38 0.19191919191919193 0.0309132837461
2.5856294094501135e+38 0.20202020202020204 0.0309132837461
2.5865144959400482e+38 0.21212121212121213 0.0309132837461
2.58746623208417e+38 0.22222222222222224 0.0309132837461
2.588441093912831e+38 0.23232323232323235 0.0309132837461
2.589422224725429e+38 0.24242424242424243 0.0309132837461
2.5903994753593377e+38 0.25252525252525254 0.0309132837461
2.591363708536762e+38 0.26262626262626265 0.0309132837461
2.592306836813496e+38 0.27272727272727276 0.0309132837461
2.5932208632506835e+38 0.2828282828282829 0.0309132837461
2.5940985038918096e+38 0.29292929292929293 0.0309132837461
2.5949331924556008e+38 0.30303030303030304 0.0309132837461
2.5957190779135797e+38 0.31313131313131315 0.0309132837461
2.596451433880289e+38 0.32323232323232326 0.0309132837461
2.597126702771763e+38 0.33333333333333337 0.0309132837461
2.5977425552556867e+38 0.3434343434343435 0.0309132837461
2.598298010538952e+38 0.3535353535353536 0.0309132837461
2.5987930871399464e+38 0.36363636363636365 0.0309132837461
2.5992288795068394e+38 0.37373737373737376 0.0309132837461
2.599607663717629e+38 0.38383838383838387 0.0309132837461
2.5999328354386495e+38 0.393939393939394 0.0309132837461
2.60020898332489e+38 0.4040404040404041 0.0309132837461
2.6004418829513287e+38 0.4141414141414142 0.0309132837461
2.600638344945337e+38 0.42424242424242425 0.0309132837461
2.600806083987096e+38 0.43434343434343436 0.0309132837461
2.6009534751014205e+38 0.4444444444444445 0.0309132837461
2.601089235385484e+38 0.4545454545454546 0.0309132837461
2.6012224123253562e+38 0.4646464646464647 0.0309132837461
2.6013622241666763e+38 0.4747474747474748 0.0309132837461
2.601517915007146e+38 0.48484848484848486 0.0309132837461
2.601698508775474e+38 0.494949494949495 0.0309132837461
2.6019125998136918e+38 0.5050505050505051 0.0309132837461
2.6021682703313876e+38 0.5151515151515152 0.0309132837461
2.602472814502867e+38 0.5252525252525253 0.0309132837461
2.6028324968914732e+38 0.5353535353535354 0.0309132837461
