#Signal[photons/cm/s/keV] Phase Energy
2.5783263559461313e+38 0.0 0.0309132837461
2.5779959694566477e+38 0.010101010101010102 0.0309132837461
2.5776750334871625e+38 0.020202020202020204 0.0309132837461
2.5773652993431564e+38 0.030303030303030304 0.0309132837461
2.5770684206252446e+38 0.04040404040404041 0.0309132837461
2.576785941911272e+38 0.05050505050505051 0.0309132837461
2.576519282156822e+38 0.06060606060606061 0.0309132837461
2.5762697306769205e+38 0.07070707070707072 0.0309132837461
2.576038425690873e+38 0.08080808080808081 0.0309132837461
2.5758263464190003e+38 0.09090909090909091 0.0309132837461
2.5756343072867132e+38 0.10101010101010102 0.0309132837461
2.575462950032827e+38 0.11111111111111112 0.0309132837461
2.5753127928911667e+38 0.12121212121212122 0.0309132837461
2.575184148304542e+38 0.13131313131313133 0.0309132837461
2.5750771983528125e+38 0.14141414141414144 0.0309132837461
2.574991945756475e+38 0.15151515151515152 0.0309132837461
2.5749282382299625e+38 0.16161616161616163 0.0309132837461
2.5748858000561974e+38 0.17171717171717174 0.0309132837461
2.574864223057227e+38 0.18181818181818182 0.0309132837461
2.5748629753998565e+38 0.19191919191919193 0.0309132837461
2.5748814064709447e+38 0.20202020202020204 0.0309132837461
2.574918783865002e+38 0.21212121212121213 0.0309132837461
2.5749742877981142e+38 0.22222222222222224 0.0309132837461
2.575047035392408e+38 0.23232323232323235 0.0309132837461
2.5751360952076718e+38 0.24242424242424243 0.0309132837461
2.5752405014565785e+38 0.25252525252525254 0.0309132837461
2.5753592678109624e+38 0.26262626262626265 0.0309132837461
2.575491398933082e+38 0.27272727272727276 0.0309132837461
2.575635891698356e+38 0.2828282828282829 0.0309132837461
2.5757917664744192e+38 0.29292929292929293 0.0309132837461
2.5759580607591676e+38 0.30303030303030304 0.0309132837461
2.576133853869999e+38 0.31313131313131315 0.0309132837461
2.5763182585123146e+38 0.32323232323232326 0.0309132837461
2.5765104214551944e+38 0.33333333333333337 0.0309132837461
2.5767095458223093e+38 0.3434343434343435 0.0309132837461
2.5769148837783587e+38 0.3535353535353536 0.0309132837461
2.5771257594132685e+38 0.36363636363636365 0.0309132837461
2.577341524232392e+38 0.37373737373737376 0.0309132837461
2.5775616141843664e+38 0.38383838383838387 0.0309132837461
2.5777855249375126e+38 0.393939393939394 0.0309132837461
2.5780127732229027e+38 0.4040404040404041 0.0309132837461
2.578242941157942e+38 0.4141414141414142 0.0309132837461
2.5784756568809705e+38 0.42424242424242425 0.0309132837461
2.5787105792858567e+38 0.43434343434343436 0.0309132837461
2.5789473996703634e+38 0.4444444444444445 0.0309132837461
2.5791858220507067e+38 0.4545454545454546 0.0309132837461
2.5794255612349058e+38 0.4646464646464647 0.0309132837461
2.5796663375410765e+38 0.4747474747474748 0.0309132837461
2.5799078583066397e+38 0.48484848484848486 0.0309132837461
2.5801498106444547e+38 0.494949494949495 0.0309132837461
2.580391846778636e+38 0.5050505050505051 0.0309132837461
2.5806335778608315e+38 0.5151515151515152 0.0309132837461
2.580874575224834e+38 0.5252525252525253 0.0309132837461
2.581114354758047e+38 0.5353535353535354 0.0309132837461
2.5813523703268213e+38 0.5454545454545455 0.0309132837461
2.5815880093357294e+38 0.5555555555555556 0.0309132837461
2.58182058834498e+38 0.5656565656565657 0.0309132837461
2.5820493519590525e+38 0.5757575757575758 0.0309132837461
2.582273467080648e+38 0.5858585858585859 0.0309132837461
2.582492042224075e+38 0.595959595959596 0.0309132837461
2.582704079744738e+38 0.6060606060606061 0.0309132837461
2.5829085569947957e+38 0.6161616161616162 0.0309132837461
2.5831043409576575e+38 0.6262626262626263 0.0309132837461
2.583290292527152e+38 0.6363636363636365 0.0309132837461
2.583465228556546e+38 0.6464646464646465 0.0309132837461
2.5836279109917605e+38 0.6565656565656566 0.0309132837461
2.583777107533873e+38 0.6666666666666667 0.0309132837461
2.5839115986435368e+38 0.6767676767676768 0.0309132837461
2.5840301748081777e+38 0.686868686868687 0.0309132837461
2.5841316546313402e+38 0.696969696969697 0.0309132837461
2.5842149257083668e+38 0.7070707070707072 0.0309132837461
2.584278941484546e+38 0.7171717171717172 0.0309132837461
2.584322735857461e+38 0.7272727272727273 0.0309132837461
2.5843454612953306e+38 0.7373737373737375 0.0309132837461
2.584346377559188e+38 0.7474747474747475 0.0309132837461
2.584324879284885e+38 0.7575757575757577 0.0309132837461
2.584280522199974e+38 0.7676767676767677 0.0309132837461
2.5842130130162673e+38 0.7777777777777778 0.0309132837461
2.5841222237632625e+38 0.787878787878788 0.0309132837461
2.584008200707212e+38 0.797979797979798 0.0309132837461
2.5838711764077354e+38 0.8080808080808082 0.0309132837461
2.5837115408997938e+38 0.8181818181818182 0.0309132837461
2.5835298841796467e+38 0.8282828282828284 0.0309132837461
2.5833269655773273e+38 0.8383838383838385 0.0309132837461
2.5831036965243563e+38 0.8484848484848485 0.0309132837461
2.5828611566351754e+38 0.8585858585858587 0.0309132837461
2.582600574421607e+38 0.8686868686868687 0.0309132837461
2.5823233041956693e+38 0.8787878787878789 0.0309132837461
2.5820308608106465e+38 0.888888888888889 0.0309132837461
2.581724837455184e+38 0.8989898989898991 0.0309132837461
2.5814069459759906e+38 0.9090909090909092 0.0309132837461
2.5810789842943042e+38 0.9191919191919192 0.0309132837461
2.5807428288847446e+38 0.9292929292929294 0.0309132837461
2.580400416297029e+38 0.9393939393939394 0.0309132837461
2.5800537240030485e+38 0.9494949494949496 0.0309132837461
2.5797047578138326e+38 0.9595959595959597 0.0309132837461
2.5793555340910356e+38 0.9696969696969697 0.0309132837461
2.57900806860042e+38 0.9797979797979799 0.0309132837461
2.5786643566311108e+38 0.98989898989899 0.0309132837461
2.5783263559461313e+38 1.0 0.0309132837461
