#Signal[photons/cm/s/keV] Phase Energy
2.5687022426392604e+38 0.0 0.0309132837461
2.5676172469076527e+38 0.010101010101010102 0.0309132837461
2.5665874177617673e+38 0.020202020202020204 0.0309132837461
2.565642081650938e+38 0.030303030303030304 0.0309132837461
2.5647966678407206e+38 0.04040404040404041 0.0309132837461
2.5640571397317323e+38 0.05050505050505051 0.0309132837461
2.563425078814404e+38 0.06060606060606061 0.0309132837461
2.5629045388038234e+38 0.07070707070707072 0.0309132837461
2.562491301262628e+38 0.08080808080808081 0.0309132837461
2.562188818381157e+38 0.09090909090909091 0.0309132837461
2.5619960049244965e+38 0.10101010101010102 0.0309132837461
2.5619036351029437e+38 0.11111111111111112 0.0309132837461
2.5619064087478465e+38 0.12121212121212122 0.0309132837461
2.5619996146981367e+38 0.13131313131313133 0.0309132837461
2.562181110351036e+38 0.14141414141414144 0.0309132837461
2.5624416114856827e+38 0.15151515151515152 0.0309132837461
2.5627919284266543e+38 0.16161616161616163 0.0309132837461
2.5632668158356415e+38 0.17171717171717174 0.0309132837461
2.5638884411604317e+38 0.18181818181818182 0.0309132837461
2.5646450852137303e+38 0.19191919191919193 0.0309132837461
2.565492185853591e+38 0.20202020202020204 0.0309132837461
2.5663736070152302e+38 0.21212121212121213 0.0309132837461
2.5672615793192974e+38 0.22222222222222224 0.0309132837461
2.5681459096788517e+38 0.23232323232323235 0.0309132837461
2.569019250020943e+38 0.24242424242424243 0.0309132837461
2.569874085181962e+38 0.25252525252525254 0.0309132837461
2.570701370124152e+38 0.26262626262626265 0.0309132837461
2.5714923177697733e+38 0.27272727272727276 0.0309132837461
2.572238748683251e+38 0.2828282828282829 0.0309132837461
2.572933085974985e+38 0.29292929292929293 0.0309132837461
2.573568754845557e+38 0.30303030303030304 0.0309132837461
2.5741401701015308e+38 0.31313131313131315 0.0309132837461
2.5746421987174403e+38 0.32323232323232326 0.0309132837461
2.5750708474045065e+38 0.33333333333333337 0.0309132837461
2.575424073404426e+38 0.3434343434343435 0.0309132837461
2.5757018671321974e+38 0.3535353535353536 0.0309132837461
2.5759056469897714e+38 0.36363636363636365 0.0309132837461
2.576037942795933e+38 0.37373737373737376 0.0309132837461
2.57610312379278e+38 0.38383838383838387 0.0309132837461
2.5761060006900444e+38 0.393939393939394 0.0309132837461
2.5760526087625827e+38 0.4040404040404041 0.0309132837461
2.575949936138848e+38 0.4141414141414142 0.0309132837461
2.5758056674065255e+38 0.42424242424242425 0.0309132837461
2.5756286508527605e+38 0.43434343434343436 0.0309132837461
2.575428557223378e+38 0.4444444444444445 0.0309132837461
2.5752149851853423e+38 0.4545454545454546 0.0309132837461
2.5749988072605943e+38 0.4646464646464647 0.0309132837461
2.574791513169156e+38 0.4747474747474748 0.0309132837461
2.5746048999474287e+38 0.48484848484848486 0.0309132837461
