Signal Phase
1.6938568001648827e+41 0.0
1.690875250560819e+41 0.010101010101010102
1.688058268910874e+41 0.020202020202020204
1.685503648661945e+41 0.030303030303030304
1.6833023756872785e+41 0.04040404040404041
1.6814595889568813e+41 0.05050505050505051
1.6799649329891376e+41 0.06060606060606061
1.6788280593151195e+41 0.07070707070707072
1.6780555916268991e+41 0.08080808080808081
1.6776218043584711e+41 0.09090909090909091
1.677503450265244e+41 0.10101010101010102
1.6776672559682828e+41 0.11111111111111112
1.6780920562185999e+41 0.12121212121212122
1.6787514348764801e+41 0.13131313131313133
1.6796026232719282e+41 0.14141414141414144
1.68061958545966e+41 0.15151515151515152
1.6818485618799218e+41 0.16161616161616163
1.6834106667613332e+41 0.17171717171717174
1.6854072080606432e+41 0.18181818181818182
1.6878703207104246e+41 0.19191919191919193
1.6907251492392592e+41 0.20202020202020204
1.6937750544317969e+41 0.21212121212121213
1.6968048510440903e+41 0.22222222222222224
1.6997416671946356e+41 0.23232323232323235
1.7025613003416922e+41 0.24242424242424243
1.7052426719400206e+41 0.25252525252525254
1.7077656374467022e+41 0.26262626262626265
1.7101126494868081e+41 0.27272727272727276
1.7122686943314773e+41 0.2828282828282829
1.714221135907838e+41 0.29292929292929293
1.7159605662577326e+41 0.30303030303030304
1.7174806439397826e+41 0.31313131313131315
1.718778321913547e+41 0.32323232323232326
1.7198537184899584e+41 0.33333333333333337
1.7207113109660436e+41 0.3434343434343435
1.7213589341459026e+41 0.3535353535353536
1.721808341910818e+41 0.36363636363636365
1.7220744452961358e+41 0.37373737373737376
1.7221763286895553e+41 0.38383838383838387
1.7221355139297941e+41 0.393939393939394
1.7219759314580353e+41 0.4040404040404041
1.7217238808628833e+41 0.4141414141414142
1.7214076847028195e+41 0.42424242424242425
1.7210568978970184e+41 0.43434343434343436
1.7207015657468404e+41 0.4444444444444445
1.7203715187571276e+41 0.4545454545454546
1.7200960542934044e+41 0.4646464646464647
1.7199038462533943e+41 0.4747474747474748
1.719823157825058e+41 0.48484848484848486
1.7198801444924684e+41 0.494949494949495
1.7200987483393952e+41 0.5050505050505051
1.7205002161087995e+41 0.5151515151515152
1.7211021039323165e+41 0.5252525252525253
1.721916966249048e+41 0.5353535353535354
1.7229534446353458e+41 0.5454545454545455
1.7242161455565316e+41 0.5555555555555556
1.7257046964287954e+41 0.5656565656565657
1.727413879284732e+41 0.5757575757575758
1.7293335815111854e+41 0.5858585858585859
1.7314488819380693e+41 0.595959595959596
1.7337406634811016e+41 0.6060606060606061
1.7361858876204137e+41 0.6161616161616162
1.7387574795396634e+41 0.6262626262626263
1.7414254311473695e+41 0.6363636363636365
1.744156702216502e+41 0.6464646464646465
1.7469152364864045e+41 0.6565656565656566
1.7496613098812072e+41 0.6666666666666667
1.7523528109543905e+41 0.6767676767676768
1.7549451654810326e+41 0.686868686868687
1.757391816629372e+41 0.696969696969697
1.7596445770755724e+41 0.7070707070707072
1.7616535249944324e+41 0.7171717171717172
1.7633683223040597e+41 0.7272727272727273
1.7647643120436576e+41 0.7373737373737375
1.765880382867152e+41 0.7474747474747475
1.766715968281882e+41 0.7575757575757577
1.767270654706308e+41 0.7676767676767677
1.767564541749454e+41 0.7777777777777778
1.767599446322405e+41 0.787878787878788
1.767311493005978e+41 0.797979797979798
1.7665971114868108e+41 0.8080808080808082
1.7654228659652014e+41 0.8181818181818182
1.7637925699183878e+41 0.8282828282828284
1.761687393311908e+41 0.8383838383838385
1.759104685309598e+41 0.8484848484848485
1.7560520258640374e+41 0.8585858585858587
1.7525391695082454e+41 0.8686868686868687
1.7485821639433614e+41 0.8787878787878789
1.7441896423094808e+41 0.888888888888889
1.739389900397221e+41 0.8989898989898991
1.7342227900956639e+41 0.9090909090909092
1.7287287400048374e+41 0.9191919191919192
1.722982757948156e+41 0.9292929292929294
1.7172058886335012e+41 0.9393939393939394
1.711852065818768e+41 0.9494949494949496
1.7073651478656055e+41 0.9595959595959597
1.7036249205520668e+41 0.9696969696969697
1.70022278992414e+41 0.9797979797979799
1.6969749305597082e+41 0.98989898989899
1.6938568001648827e+41 1.0
