Signal Phase
1.8278946382134844e+41 0.0
1.824279321700492e+41 0.010101010101010102
1.8210584696747034e+41 0.020202020202020204
1.8181771733240983e+41 0.030303030303030304
1.815555361608057e+41 0.04040404040404041
1.8132147395514843e+41 0.05050505050505051
1.8112063966895283e+41 0.06060606060606061
1.8095449381922137e+41 0.07070707070707072
1.808245348906283e+41 0.08080808080808081
1.8073169949271138e+41 0.09090909090909091
1.8067657101056312e+41 0.10101010101010102
1.8065836013200543e+41 0.11111111111111112
1.8067609816794783e+41 0.12121212121212122
1.8072611954073974e+41 0.13131313131313133
1.8080597633085183e+41 0.14141414141414144
1.809121787729249e+41 0.15151515151515152
1.8103847012923783e+41 0.16161616161616163
1.8117969363274006e+41 0.17171717171717174
1.8134063545793665e+41 0.18181818181818182
1.8153585668656845e+41 0.19191919191919193
1.81777353977685e+41 0.20202020202020204
1.820692625370736e+41 0.21212121212121213
1.82405195434141e+41 0.22222222222222224
1.8276215227008763e+41 0.23232323232323235
1.83113154994132e+41 0.24242424242424243
1.8344807803404434e+41 0.25252525252525254
1.8376436274206257e+41 0.26262626262626265
1.8405999235580393e+41 0.27272727272727276
1.8433303753548507e+41 0.2828282828282829
1.84581883991392e+41 0.29292929292929293
1.848052448605574e+41 0.30303030303030304
1.8500216890610678e+41 0.31313131313131315
1.8517215847158087e+41 0.32323232323232326
1.8531509493463477e+41 0.33333333333333337
1.8543129317276206e+41 0.3434343434343435
1.855214558322365e+41 0.3535353535353536
1.855868378887585e+41 0.36363636363636365
1.8562903602654945e+41 0.37373737373737376
1.856500972642606e+41 0.38383838383838387
1.8565242220174677e+41 0.393939393939394
1.8563881132579117e+41 0.4040404040404041
1.8561236864725187e+41 0.4141414141414142
1.8557639406906457e+41 0.42424242424242425
1.8553435969672097e+41 0.43434343434343436
1.8548989236896e+41 0.4444444444444445
1.854467085326262e+41 0.4545454545454546
1.8540849394839304e+41 0.4646464646464647
1.853788464153767e+41 0.4747474747474748
1.853611923042545e+41 0.48484848484848486
1.8535877327794434e+41 0.494949494949495
1.8537467662060735e+41 0.5050505050505051
1.8541158612947555e+41 0.5151515151515152
1.854718600701493e+41 0.5252525252525253
1.8555741992841503e+41 0.5353535353535354
1.8566965112954383e+41 0.5454545454545455
1.858093236327713e+41 0.5555555555555556
1.8597661023042492e+41 0.5656565656565657
1.86171178347266e+41 0.5757575757575758
1.863920495097116e+41 0.5858585858585859
1.866376178542667e+41 0.595959595959596
1.8690582493441185e+41 0.6060606060606061
1.8719414252127205e+41 0.6161616161616162
1.87499490346405e+41 0.6262626262626263
1.878184079568327e+41 0.6363636363636365
1.8814698454434186e+41 0.6464646464646465
1.8848095825142143e+41 0.6565656565656566
1.8881565583120963e+41 0.6666666666666667
1.8914607621304663e+41 0.6767676767676768
1.8946684744422474e+41 0.686868686868687
1.8977235043098665e+41 0.696969696969697
1.9005677539976964e+41 0.7070707070707072
1.9031603544442817e+41 0.7171717171717172
1.9055337286763365e+41 0.7272727272727273
1.9076894506966345e+41 0.7373737373737375
1.909611275224411e+41 0.7474747474747475
1.911311497840782e+41 0.7575757575757577
1.9127871845915063e+41 0.7676767676767677
1.913959733796023e+41 0.7777777777777778
1.914695443556089e+41 0.787878787878788
1.9149315161666743e+41 0.797979797979798
1.914660510497421e+41 0.8080808080808082
1.9138419386797664e+41 0.8181818181818182
1.9124602879673928e+41 0.8282828282828284
1.91051322224209e+41 0.8383838383838385
1.9079964363562237e+41 0.8484848484848485
1.904920157253892e+41 0.8585858585858587
1.9012796392119367e+41 0.8686868686868687
1.897092881381356e+41 0.8787878787878789
1.892390829248307e+41 0.888888888888889
1.887188496551265e+41 0.8989898989898991
1.8815039815243864e+41 0.9090909090909092
1.8753678232443623e+41 0.9191919191919192
1.8688412844428597e+41 0.9292929292929294
1.8619893851343924e+41 0.9393939393939394
1.8549331802402897e+41 0.9494949494949496
1.84796358379206e+41 0.9595959595959597
1.841609876237015e+41 0.9696969696969697
1.836316347774432e+41 0.9797979797979799
1.8318783531806337e+41 0.98989898989899
1.827894638213484e+41 1.0
