Signal Phase
1.7377475296032851e+41 0.0
1.7345748368891891e+41 0.010101010101010102
1.7316432309467316e+41 0.020202020202020204
1.7290010223012662e+41 0.030303030303030304
1.7266752864601079e+41 0.04040404040404041
1.7246697490069907e+41 0.05050505050505051
1.7230070416658533e+41 0.06060606060606061
1.7217216239798069e+41 0.07070707070707072
1.7208011597323683e+41 0.08080808080808081
1.7202355257255699e+41 0.09090909090909091
1.7200021257028706e+41 0.10101010101010102
1.7200804056728971e+41 0.11111111111111112
1.720443726254451e+41 0.12121212121212122
1.7210733094261523e+41 0.13131313131313133
1.721937175185084e+41 0.14141414141414144
1.72298219399528e+41 0.15151515151515152
1.7241926379557848e+41 0.16161616161616163
1.7256371204768468e+41 0.17171717171717174
1.727455408341276e+41 0.18181818181818182
1.7297309222014675e+41 0.19191919191919193
1.7324835821423867e+41 0.20202020202020204
1.7356026456653808e+41 0.21212121212121213
1.738844422187959e+41 0.22222222222222224
1.7420158531509623e+41 0.23232323232323235
1.745062747469033e+41 0.24242424242424243
1.7479629888019746e+41 0.25252525252525254
1.7506956858463624e+41 0.26262626262626265
1.7532418288503404e+41 0.27272727272727276
1.7555853723296473e+41 0.2828282828282829
1.757712487449036e+41 0.29292929292929293
1.7596126766716882e+41 0.30303030303030304
1.7612785694070078e+41 0.31313131313131315
1.7627065664466355e+41 0.32323232323232326
1.7638963515105444e+41 0.33333333333333337
1.764851867256733e+41 0.3434343434343435
1.765580915534885e+41 0.3535353535353536
1.766095416435322e+41 0.36363636363636365
1.7664108762165455e+41 0.37373737373737376
1.7665465043612797e+41 0.38383838383838387
1.7665249741666853e+41 0.393939393939394
1.7663715810526895e+41 0.4040404040404041
1.7661142206243908e+41 0.4141414141414142
1.7657825737125157e+41 0.42424242424242425
1.765408166788241e+41 0.43434343434343436
1.7650230057815214e+41 0.4444444444444445
1.764659360048611e+41 0.4545454545454546
1.7643490992060235e+41 0.4646464646464647
1.7641228555469904e+41 0.4747474747474748
1.764010730683221e+41 0.48484848484848486
1.764041305349685e+41 0.494949494949495
1.764240486799442e+41 0.5050505050505051
1.764631552659441e+41 0.5151515151515152
1.7652342263901796e+41 0.5252525252525253
1.7660633140455063e+41 0.5353535353535354
1.7671288412065266e+41 0.5454545454545455
1.768436099921805e+41 0.5555555555555556
1.7699854646456553e+41 0.5656565656565657
1.7717726191362503e+41 0.5757575757575758
1.7737871023200656e+41 0.5858585858585859
1.7760137715579427e+41 0.595959595959596
1.7784328991126645e+41 0.6060606060606061
1.7810205207089928e+41 0.6161616161616162
1.783748189209114e+41 0.6262626262626263
1.7865844933953864e+41 0.6363636363636365
1.789494598781436e+41 0.6464646464646465
1.7924405804635715e+41 0.6565656565656566
1.795380123103557e+41 0.6666666666666667
1.7982685078734095e+41 0.6767676767676768
1.80105817736226e+41 0.686868686868687
1.803699386624357e+41 0.696969696969697
1.8061404988902053e+41 0.7070707070707072
1.808327872456298e+41 0.7171717171717172
1.810216042928641e+41 0.7272727272727273
1.8118297339872986e+41 0.7373737373737375
1.8131909082091156e+41 0.7474747474747475
1.8142803299483078e+41 0.7575757575757577
1.8151076031175374e+41 0.7676767676767677
1.815694190116046e+41 0.7777777777777778
1.8159850044975756e+41 0.787878787878788
1.815870022490834e+41 0.797979797979798
1.815282875450632e+41 0.8080808080808082
1.8142196382677676e+41 0.8181818181818182
1.8126601017320993e+41 0.8282828282828284
1.8105907883286062e+41 0.8383838383838385
1.8080173200706106e+41 0.8484848484848485
1.804942766590974e+41 0.8585858585858587
1.8013818365897407e+41 0.8686868686868687
1.7973397693721615e+41 0.8787878787878789
1.7928320647021273e+41 0.888888888888889
1.787892661787074e+41 0.8989898989898991
1.7825521089322417e+41 0.9090909090909092
1.7768420287625605e+41 0.9191919191919192
1.7708033099732524e+41 0.9292929292929294
1.764560385496528e+41 0.9393939393939394
1.758445775381354e+41 0.9494949494949496
1.752988899748735e+41 0.9595959595959597
1.748490534162797e+41 0.9696969696969697
1.744652065347799e+41 0.9797979797979799
1.7411091950675931e+41 0.98989898989899
1.7377475296032851e+41 1.0
