Signal Phase
1.782420942167468e+41 0.0
1.779034275549732e+41 0.010101010101010102
1.775974081898509e+41 0.020202020202020204
1.7732404215194032e+41 0.030303030303030304
1.7707720108579127e+41 0.04040404040404041
1.7685930116777053e+41 0.05050505050505051
1.7667654342145115e+41 0.06060606060606061
1.7652995148460073e+41 0.07070707070707072
1.7642032772191722e+41 0.08080808080808081
1.763468634918769e+41 0.09090909090909091
1.763087888857196e+41 0.10101010101010102
1.7630499581424545e+41 0.11111111111111112
1.7633310507315204e+41 0.12121212121212122
1.7639050840519555e+41 0.13131313131313133
1.764748146452215e+41 0.14141414141414144
1.7658145684495953e+41 0.15151515151515152
1.7670462292671474e+41 0.16161616161616163
1.768452671459412e+41 0.17171717171717174
1.770135735820639e+41 0.18181818181818182
1.772237270739285e+41 0.19191919191919193
1.7748203853095632e+41 0.20202020202020204
1.7778737000688144e+41 0.21212121212121213
1.7812387170006693e+41 0.22222222222222224
1.784635079982091e+41 0.23232323232323235
1.7879132187440876e+41 0.24242424242424243
1.7910357570217764e+41 0.25252525252525254
1.7939816653814203e+41 0.26262626262626265
1.796730962138356e+41 0.27272727272727276
1.799265801782158e+41 0.2828282828282829
1.8015716761527474e+41 0.29292929292929293
1.803636467461677e+41 0.30303030303030304
1.8054521985456534e+41 0.31313131313131315
1.8070142094769234e+41 0.32323232323232326
1.8083221703893935e+41 0.33333333333333337
1.8093791596561357e+41 0.3434343434343435
1.810193064299039e+41 0.3535353535353536
1.8107757629162136e+41 0.36363636363636365
1.8111433574643414e+41 0.37373737373737376
1.811315427582354e+41 0.38383838383838387
1.8113152073322246e+41 0.393939393939394
1.8111697706300177e+41 0.4040404040404041
1.810908236293085e+41 0.4141414141414142
1.8105623735628114e+41 0.42424242424242425
1.810164942006792e+41 0.43434343434343436
1.8097501989804807e+41 0.4444444444444445
1.809352720232463e+41 0.4545454545454546
1.8090068307641124e+41 0.4646464646464647
1.808745886533216e+41 0.4747474747474748
1.808601728587862e+41 0.48484848484848486
1.8086053792804745e+41 0.494949494949495
1.80878488174444e+41 0.5050505050505051
1.8091652237889614e+41 0.5151515151515152
1.8097679814439447e+41 0.5252525252525253
1.8106103841022422e+41 0.5353535353535354
1.811704518449881e+41 0.5454545454545455
1.813056470545743e+41 0.5555555555555556
1.8146671850857403e+41 0.5656565656565657
1.8165330682425616e+41 0.5757575757575758
1.8186437930238703e+41 0.5858585858585859
1.820983824992817e+41 0.595959595959596
1.8235329002480446e+41 0.6060606060606061
1.826266428008396e+41 0.6161616161616162
1.829154656263148e+41 0.6262626262626263
1.8321645108153057e+41 0.6363636363636365
1.8352595550180917e+41 0.6464646464646465
1.8383990866683145e+41 0.6565656565656566
1.8415389343462607e+41 0.6666666666666667
1.8446314009282772e+41 0.6767676767676768
1.8476260936674922e+41 0.686868686868687
1.8504700487179602e+41 0.696969696969697
1.8531079192710017e+41 0.7070707070707072
1.855484923553035e+41 0.7171717171717172
1.8575932096514792e+41 0.7272727272727273
1.859472443541889e+41 0.7373737373737375
1.8610938928435404e+41 0.7474747474747475
1.862465934558084e+41 0.7575757575757577
1.8636115796901085e+41 0.7676767676767677
1.8644946905655905e+41 0.7777777777777778
1.8650175046016907e+41 0.787878787878788
1.865071567563659e+41 0.797979797979798
1.8646327016653317e+41 0.8080808080808082
1.8636891213896574e+41 0.8181818181818182
1.862211823572896e+41 0.8282828282828284
1.860197998865231e+41 0.8383838383838385
1.857645924528096e+41 0.8484848484848485
1.8545652171346647e+41 0.8585858585858587
1.8509624655083673e+41 0.8686868686868687
1.846841812202617e+41 0.8787878787878789
1.842232441669515e+41 0.888888888888889
1.8371619400235903e+41 0.8989898989898991
1.8316508695721095e+41 0.9090909090909092
1.8257236450543695e+41 0.9191919191919192
1.8194303263531963e+41 0.9292929292929294
1.8128579954899202e+41 0.9393939393939394
1.806198523832033e+41 0.9494949494949496
1.7998843351853363e+41 0.9595959595959597
1.79446431103701e+41 0.9696969696969697
1.7900019179128045e+41 0.9797979797979799
1.7860723106144293e+41 0.98989898989899
1.782420942167468e+41 1.0
